Disease	DiseaseId
Bone contusion	1060
Bone cyst	1061
Bone decalcification	1062
Bone deformity	1063
Bone density abnormal	1064
Bone density decreased	1065
Bone disorder	1066
Bone erosion	1067
Bone formation decreased	1068
Bone giant cell tumour	1069
Bone giant cell tumour malignant	1070
Bone graft	1071
Bone graft removal	1072
Bone infarction	1073
Bone lesion	1074
Bone loss	1075
Bone marrow conditioning regimen	1076
Bone marrow disorder	1077
Bone marrow failure	1078
Bone marrow infiltration	1079
Bone marrow leukaemic cell infiltration	1080
Bone marrow myelogram abnormal	1081
Bone marrow necrosis	1082
Bone marrow oedema	1083
Bone marrow transplant	1084
Bone marrow transplant rejection	1085
Bone marrow tumour cell infiltration	1086
Bone metabolism disorder	1087
Bone neoplasm	1088
Bone operation	1089
Bone pain	1090
Bone prosthesis insertion	1091
Bone sarcoma	1092
Bone swelling	1093
Bone tuberculosis	1094
Borderline leprosy	1095
Borderline mental impairment	1096
Borderline mucinous tumour of ovary	1097
Borderline ovarian tumour	1098
Borderline personality disorder	1099
Bottle feeding	1100
Bovine tuberculosis	1101
Bowel movement irregularity	1102
Bowen's disease	1103
Bowenoid papulosis	1104
Brachial plexopathy	1105
Brachial plexus injury	1106
Brachiocephalic artery stenosis	1107
Brachiocephalic vein occlusion	1108
Brachiocephalic vein stenosis	1109
Brachiocephalic vein thrombosis	1110
Brachydactyly	1111
Bradyarrhythmia	1112
Bradycardia	1113
Bradycardia foetal	1114
Bradycardia neonatal	1115
Bradykinesia	1116
Brain abscess	1117
Brain cancer metastatic	1118
Brain compression	1119
Brain contusion	1120
Brain herniation	1121
Brain hypoxia	1122
Brain injury	1123
Brain malformation	1124
Brain natriuretic peptide increased	1125
Brain neoplasm	1126
Brain neoplasm malignant	1127
Brain oedema	1128
Brain operation	1129
Brain sarcoma	1130
Brain stem glioma	1131
Brain stem haematoma	1132
Brain stem haemorrhage	1133
Brain stem infarction	1134
Brain stem syndrome	1135
Brain stem thrombosis	1136
Brain teratoma	1137
Brain tumour operation	1138
Branchio-oto-renal syndrome	1139
Branchiogenic syndrome	1140
Breast abscess	1141
Breast adenoma	1142
Breast angiosarcoma	1143
Breast angiosarcoma metastatic	1144
Breast calcifications	1145
Breast cancer	1146
Breast cancer female	1147
Breast cancer in situ	1148
Breast cancer male	1149
Breast cancer metastatic	1150
Breast cancer recurrent	1151
Breast cancer stage I	1152
Breast cancer stage II	1153
Breast cancer stage III	1154
Breast cancer stage IV	1155
Breast conserving surgery	1156
Breast cyst	1157
Breast discharge	1158
Breast disorder	1159
Breast enlargement	1160
Breast feeding	1161
Breast fibrosis	1162
Breast haemorrhage	1163
Breast mass	1164
Breast neoplasm	1165
Breast oedema	1166
Breast operation	1167
Breast prosthesis user	1168
Breast ulceration	1169
Breath odour	1170
Breath sounds	1171
Breath sounds abnormal	1172
Breech delivery	1173
Breech presentation	1174
Brief psychotic disorder with marked stressors	1175
Bromhidrosis	1176
Bronchial disorder	1177
Bronchial fistula	1178
Bronchial haemorrhage	1179
Bronchial injury	1180
Bronchial neoplasm	1181
Bronchial neoplasm benign	1182
Bronchial obstruction	1183
Bronchial polyp	1184
Bronchial secretion retention	1185
Bronchial wall thickening	1186
Bronchiectasis	1187
Bronchiolitis	1188
Bronchioloalveolar carcinoma	1189
Bronchitis	1190
Bronchitis bacterial	1191
Bronchitis chronic	1192
Bronchogenic cyst	1193
Bronchomalacia	1194
Bronchoplasty	1195
Bronchopulmonary aspergillosis	1196
Bronchopulmonary aspergillosis allergic	1197
Bronchopulmonary dysplasia	1198
Bronchoscopy	1199
Bronchostenosis	1200
Brown-Sequard syndrome	1201
Brucellosis	1202
Brugada syndrome	1203
Brunner's gland hyperplasia	1204
Bruxism	1205
Budd-Chiari syndrome	1206
Bulbospinal muscular atrophy congenital	1207
Bulimia nervosa	1208
Bundle branch block	1209
Bundle branch block bilateral	1210
Bundle branch block left	1211
Bundle branch block right	1212
Burkitt's leukaemia	1213
Burkitt's lymphoma	1214
Burkitt's lymphoma recurrent	1215
Burkitt's lymphoma stage I	1216
Burkitt's lymphoma stage II	1217
Burkitt's lymphoma stage III	1218
Burkitt's lymphoma stage IV	1219
Burn infection	1220
Burnout syndrome	1221
Burns second degree	1222
Burns third degree	1223
Bursitis	1224
Butterfly rash	1225
C-kit gene mutation	1226
C-reactive protein abnormal	1227
C-reactive protein increased	1228
CADASIL	1229
CD30 expression	1230
CD4 lymphocytes decreased	1231
CHARGE syndrome	1232
CNS germinoma	1233
CNS ventriculitis	1234
COVID-19	1235
COVID-19 pneumonia	1236
CREST syndrome	1237
CSF cell count increased	1238
CSF lactate decreased	1239
CSF protein increased	1240
CSF shunt operation	1241
CSF test abnormal	1242
CYP2C19 polymorphism	1243
CYP2C9 polymorphism	1244
CYP2D6 polymorphism	1245
Cachexia	1246
Caesarean section	1247
Cafe au lait spots	1248
Calcification metastatic	1249
Calcinosis	1250
Calciphylaxis	1251
Calcium metabolism disorder	1252
Calculus bladder	1253
Calculus prostatic	1254
Calculus urethral	1255
Calculus urinary	1256
Calyceal diverticulum	1257
Camptocormia	1258
Campylobacter colitis	1259
Campylobacter gastroenteritis	1260
Campylobacter infection	1261
Cancer hormonal therapy	1262
Cancer in remission	1263
Cancer pain	1264
Cancer staging	1265
Cancer surgery	1266
Candida endophthalmitis	1267
Candida infection	1268
Candida pneumonia	1269
Candida sepsis	1270
Candida test positive	1271
Capillaritis	1272
Capillary disorder	1273
Capillary leak syndrome	1274
Caplan's syndrome	1275
Capsular warning syndrome	1276
Caput succedaneum	1277
Carbamoyl phosphate synthetase deficiency	1278
Carbohydrate antigen 125 increased	1279
Carbohydrate antigen 15-3 increased	1280
Carbohydrate antigen 19-9 increased	1281
Carbon dioxide increased	1282
Carbon monoxide poisoning	1283
Carbuncle	1284
Carcinoembryonic antigen increased	1285
Carcinoid syndrome	1286
Carcinoid tumour	1287
Carcinoid tumour of the appendix	1288
Carcinoid tumour of the caecum	1289
Carcinoid tumour of the duodenum	1290
Carcinoid tumour of the gastrointestinal tract	1291
Carcinoid tumour of the small bowel	1292
Carcinoid tumour of the stomach	1293
Carcinoid tumour pulmonary	1294
Carcinoma in situ of eye	1295
Carcinoma in situ of skin	1296
Cardiac ablation	1297
Cardiac amyloidosis	1298
Cardiac aneurysm	1299
Cardiac arrest	1300
Cardiac assistance device user	1301
Cardiac asthma	1302
Cardiac cirrhosis	1303
Cardiac contusion	1304
Cardiac discomfort	1305
Cardiac disorder	1306
Cardiac dysfunction	1307
Cardiac failure	1308
Cardiac failure acute	1309
Cardiac failure chronic	1310
Cardiac failure congestive	1311
Cardiac failure high output	1312
Cardiac fibrillation	1313
Cardiac function test abnormal	1314
Cardiac haemolytic anaemia	1315
Cardiac herniation	1316
Cardiac hypertrophy	1317
Cardiac massage	1318
Cardiac murmur	1319
Cardiac murmur functional	1320
Cardiac myxoma	1321
Cardiac neoplasm malignant	1322
Cardiac neoplasm unspecified	1323
Cardiac operation	1324
Cardiac output decreased	1325
Cardiac pacemaker insertion	1326
Cardiac pacemaker removal	1327
Cardiac pacemaker replacement	1328
Cardiac perforation	1329
Cardiac procedure complication	1330
Cardiac rehabilitation therapy	1331
Cardiac resynchronisation therapy	1332
Cardiac sarcoidosis	1333
Cardiac septal defect	1334
Cardiac stress test abnormal	1335
Cardiac tamponade	1336
Cardiac valve abscess	1337
Cardiac valve disease	1338
Cardiac valve fibroelastoma	1339
Cardiac valve prosthesis user	1340
Cardiac valve vegetation	1341
Cardiac ventricular disorder	1342
Cardiac ventricular thrombosis	1343
Cardio-respiratory arrest	1344
Cardioactive drug level increased	1345
Cardiofaciocutaneous syndrome	1346
Cardiogenic shock	1347
Cardiolipin antibody positive	1348
Cardiomegaly	1349
Cardiomyopathy	1350
Cardiomyopathy acute	1351
Cardiomyopathy alcoholic	1352
Cardioplegia	1353
Cardiopulmonary bypass	1354
Cardiopulmonary failure	1355
Cardiorenal syndrome	1356
Cardiothoracic ratio increased	1357
Cardiotoxicity	1358
Cardiovascular autonomic function test abnormal	1359
Cardiovascular disorder	1360
Cardiovascular event prophylaxis	1361
Cardiovascular insufficiency	1362
Cardiovascular somatic symptom disorder	1363
Cardiovascular symptom	1364
Cardioversion	1365
Caregiver	1366
Carnitine decreased	1367
Carnitine deficiency	1368
Carnitine palmitoyltransferase deficiency	1369
Carotid aneurysm rupture	1370
Carotid arterial embolus	1371
Carotid arteriosclerosis	1372
Carotid artery aneurysm	1373
Carotid artery disease	1374
Carotid artery dissection	1375
Carotid artery occlusion	1376
Carotid artery restenosis	1377
Carotid artery stenosis	1378
Carotid artery stent insertion	1379
Carotid artery thrombosis	1380
Carotid endarterectomy	1381
Carotid intima-media thickness increased	1382
Carotid sinus syndrome	1383
Carpal tunnel syndrome	1384
Cartilage atrophy	1385
Cartilage injury	1386
Castleman's disease	1387
Cat scratch disease	1388
Cataplexy	1389
Cataract	1390
Cataract congenital	1391
Cataract cortical	1392
Cataract diabetic	1393
Cataract nuclear	1394
Cataract operation	1395
Cataract operation complication	1396
Cataract subcapsular	1397
Catatonia	1398
Catheter management	1399
Catheter placement	1400
Catheter site infection	1401
Catheter site pruritus	1402
Catheterisation cardiac	1403
Catheterisation venous	1404
Cauda equina syndrome	1405
Cavernous sinus thrombosis	1406
Cavopulmonary anastomosis	1407
Celibacy	1408
Cell death	1409
Cell marker increased	1410
Cell-free and concentrated ascites reinfusion therapy	1411
Cellulitis	1412
Cellulitis orbital	1413
Cellulitis staphylococcal	1414
Cellulitis streptococcal	1415
Cementoplasty	1416
Central core disease	1417
Central nervous system infection	1418
Central nervous system lesion	1419
Central nervous system leukaemia	1420
Central nervous system lupus	1421
Central nervous system lymphoma	1422
Central nervous system mass	1423
Central nervous system neoplasm	1424
Central nervous system stimulation	1425
Central nervous system vasculitis	1426
Central obesity	1427
Central pain syndrome	1428
Central venous catheter removal	1429
Central venous catheterisation	1430
Cephalhaematoma	1431
Cephalo-pelvic disproportion	1432
Cerebellar ataxia	1433
Cerebellar atrophy	1434
Cerebellar cognitive affective syndrome	1435
Cerebellar dysplasia	1436
Cerebellar embolism	1437
Cerebellar haemangioma	1438
Cerebellar haemorrhage	1439
Cerebellar hypoplasia	1440
Cerebellar infarction	1441
Cerebellar tumour	1442
Cerebellopontine angle tumour	1443
Cerebral amyloid angiopathy	1444
Cerebral arteriosclerosis	1445
Cerebral arteriovenous malformation haemorrhagic	1446
Cerebral artery embolism	1447
Cerebral artery occlusion	1448
Cerebral artery stenosis	1449
Cerebral artery stent insertion	1450
Cerebral artery thrombosis	1451
Cerebral aspergillosis	1452
Cerebral atrophy	1453
Cerebral atrophy congenital	1454
Cerebral calcification	1455
Cerebral circulatory failure	1456
Cerebral disorder	1457
Cerebral dysgenesis	1458
Cerebral haemangioma	1459
Cerebral haematoma	1460
Cerebral haemorrhage	1461
Cerebral hypoperfusion	1462
Cerebral infarction	1463
Cerebral ischaemia	1464
Cerebral microembolism	1465
Cerebral microhaemorrhage	1466
Cerebral palsy	1467
Cerebral revascularisation	1468
Cerebral small vessel ischaemic disease	1469
Cerebral thrombosis	1470
Cerebral toxoplasmosis	1471
Cerebral vascular occlusion	1472
Cerebral vasoconstriction	1473
Cerebral venous sinus thrombosis	1474
Cerebral venous thrombosis	1475
Cerebral ventricle dilatation	1476
Cerebrosclerosis	1477
Cerebrospinal fluid leakage	1478
Cerebrovascular accident	1479
Cerebrovascular accident prophylaxis	1480
Cerebrovascular arteriovenous malformation	1481
Cerebrovascular disorder	1482
Cerebrovascular operation	1483
Cerebrovascular stenosis	1484
Ceruloplasmin decreased	1485
Cervical conisation	1486
Cervical cord compression	1487
Cervical cyst	1488
Cervical dysplasia	1489
Cervical incompetence	1490
Cervical neuritis	1491
Cervical polyp	1492
Cervical radiculopathy	1493
Cervical spinal cord paralysis	1494
Cervical spinal stenosis	1495
Cervical vertebral fracture	1496
Cervicitis	1497
Cervicitis gonococcal	1498
Cervicobrachial syndrome	1499
Cervix cancer metastatic	1500
Cervix carcinoma	1501
Cervix carcinoma recurrent	1502
Cervix carcinoma stage 0	1503
Cervix carcinoma stage I	1504
Cervix carcinoma stage II	1505
Cervix carcinoma stage III	1506
Cervix carcinoma stage IV	1507
Cervix cerclage procedure	1508
Cervix disorder	1509
Cervix neoplasm	1510
Chalazion	1511
Chapped lips	1512
Charles Bonnet syndrome	1513
Chediak-Higashi syndrome	1514
Cheilitis	1515
Chemical peritonitis	1516
Chemical poisoning	1517
Chemocauterisation	1518
Chemotherapy	1519
Chemotherapy multiple agents systemic	1520
Chest X-ray abnormal	1521
Chest discomfort	1522
Chest expansion decreased	1523
Chest injury	1524
Chest pain	1525
Chest tube insertion	1526
Chest wall haematoma	1527
Chest wall mass	1528
Chest wall tumour	1529
Chilaiditi's syndrome	1530
Child-Pugh-Turcotte score abnormal	1531
Child-Pugh-Turcotte score increased	1532
Childhood asthma	1533
Chillblains	1534
Chills	1535
Chlamydia test positive	1536
Chlamydial cervicitis	1537
Chlamydial infection	1538
Chloasma	1539
Chloroma	1540
Choanal atresia	1541
Choking sensation	1542
Cholangiectasis congenital	1543
Cholangiocarcinoma	1544
Cholangiosarcoma	1545
Cholangiostomy	1546
Cholangitis	1547
Cholangitis acute	1548
Cholangitis infective	1549
Cholangitis sclerosing	1550
Cholecystectomy	1551
Cholecystitis	1552
Cholecystitis acute	1553
Cholecystitis chronic	1554
Cholecystitis infective	1555
Cholecystocholangitis	1556
Choledochal cyst	1557
Choledochectomy	1558
Choledochoenterostomy	1559
Choledocholithotomy	1560
Cholelithiasis	1561
Cholelithotomy	1562
Cholestasis	1563
Cholesteatoma	1564
Cholesteatoma removal	1565
Cholesterosis	1566
Cholinergic syndrome	1567
Chondritis	1568
Chondrocalcinosis pyrophosphate	1569
Chondrodynia	1570
Chondrodystrophy	1571
Chondromatosis	1572
Chondropathy	1573
Chondrosarcoma	1574
Chondrosarcoma metastatic	1575
Chondrosis	1576
Chordae tendinae rupture	1577
Chordoma	1578
Chorea	1579
Choreoathetosis	1580
Choriocarcinoma	1581
Chorioretinal atrophy	1582
Chorioretinal disorder	1583
Chorioretinal folds	1584
Chorioretinal scar	1585
Chorioretinitis	1586
Chorioretinopathy	1587
Choroid melanoma	1588
Choroid neoplasm	1589
Choroidal haematoma	1590
Choroidal haemorrhage	1591
Choroidal neovascularisation	1592
Choroiditis	1593
Chromaturia	1594
Chromosomal deletion	1595
Chromosomal mutation	1596
Chromosome analysis abnormal	1597
Chronic actinic dermatitis	1598
Chronic allograft nephropathy	1599
Chronic cutaneous lupus erythematosus	1600
Chronic disease	1601
Chronic eosinophilic leukaemia	1602
Chronic eosinophilic rhinosinusitis	1603
Chronic fatigue syndrome	1604
Chronic gastritis	1605
Chronic graft versus host disease	1606
Chronic graft versus host disease in eye	1607
Chronic graft versus host disease in intestine	1608
Chronic graft versus host disease in liver	1609
Chronic graft versus host disease in skin	1610
Chronic graft versus host disease oral	1611
Chronic granulomatous disease	1612
Chronic hepatic failure	1613
Chronic hepatitis	1614
Chronic hepatitis B	1615
Chronic hepatitis C	1616
Chronic infantile neurological cutaneous and articular syndrome	1617
Chronic inflammatory demyelinating polyradiculoneuropathy	1618
Chronic kidney disease	1619
Chronic kidney disease-mineral and bone disorder	1620
Chronic leukaemia	1621
Chronic leukaemia in remission	1622
Chronic lymphocytic leukaemia	1623
Chronic lymphocytic leukaemia recurrent	1624
Chronic lymphocytic leukaemia refractory	1625
Chronic lymphocytic leukaemia transformation	1626
Chronic myeloid leukaemia	1627
Chronic myeloid leukaemia (in remission)	1628
Chronic myeloid leukaemia recurrent	1629
Chronic myeloid leukaemia transformation	1630
Chronic myelomonocytic leukaemia	1631
Chronic obstructive pulmonary disease	1632
Chronic respiratory disease	1633
Chronic respiratory failure	1634
