AdverseEventPreferredTerm	AdverseEventPreferredTermId
Blood potassium increased	1070
Blood pressure abnormal	1071
Blood pressure decreased	1072
Blood pressure diastolic decreased	1073
Blood pressure diastolic increased	1074
Blood pressure fluctuation	1075
Blood pressure immeasurable	1076
Blood pressure inadequately controlled	1077
Blood pressure increased	1078
Blood pressure measurement	1079
Blood pressure orthostatic decreased	1080
Blood pressure systolic abnormal	1081
Blood pressure systolic decreased	1082
Blood pressure systolic increased	1083
Blood prolactin abnormal	1084
Blood prolactin decreased	1085
Blood prolactin increased	1086
Blood pyruvic acid increased	1087
Blood sodium abnormal	1088
Blood sodium decreased	1089
Blood sodium increased	1090
Blood stem cell transplant failure	1091
Blood test abnormal	1092
Blood testosterone decreased	1093
Blood testosterone free decreased	1094
Blood thyroid stimulating hormone	1095
Blood thyroid stimulating hormone abnormal	1096
Blood thyroid stimulating hormone decreased	1097
Blood thyroid stimulating hormone increased	1098
Blood triglycerides abnormal	1099
Blood triglycerides decreased	1100
Blood triglycerides increased	1101
Blood urea abnormal	1102
Blood urea decreased	1103
Blood urea increased	1104
Blood urea nitrogen/creatinine ratio increased	1105
Blood uric acid abnormal	1106
Blood uric acid decreased	1107
Blood uric acid increased	1108
Blood urine	1109
Blood urine present	1110
Blood viscosity increased	1111
Blood zinc abnormal	1112
Blood zinc decreased	1113
Bloody discharge	1114
Bloody peritoneal effluent	1115
Blue toe syndrome	1116
Blunted affect	1117
Body fat disorder	1118
Body height below normal	1119
Body height decreased	1120
Body mass index decreased	1121
Body mass index increased	1122
Body temperature abnormal	1123
Body temperature decreased	1124
Body temperature increased	1125
Body tinea	1126
Bone abscess	1127
Bone atrophy	1128
Bone callus excessive	1129
Bone cancer	1130
Bone cancer metastatic	1131
Bone contusion	1132
Bone cyst	1133
Bone decalcification	1134
Bone deformity	1135
Bone density decreased	1136
Bone density increased	1137
Bone development abnormal	1138
Bone disorder	1139
Bone erosion	1140
Bone fissure	1141
Bone fistula	1142
Bone formation decreased	1143
Bone formation increased	1144
Bone giant cell tumour benign	1145
Bone giant cell tumour malignant	1146
Bone hyperpigmentation	1147
Bone hypertrophy	1148
Bone infarction	1149
Bone lesion	1150
Bone loss	1151
Bone marrow disorder	1152
Bone marrow failure	1153
Bone marrow infiltration	1154
Bone marrow leukaemic cell infiltration	1155
Bone marrow myelogram abnormal	1156
Bone marrow necrosis	1157
Bone marrow oedema	1158
Bone marrow oedema syndrome	1159
Bone marrow reticulin fibrosis	1160
Bone marrow transplant	1161
Bone marrow transplant rejection	1162
Bone marrow tumour cell infiltration	1163
Bone metabolism disorder	1164
Bone neoplasm	1165
Bone operation	1166
Bone pain	1167
Bone resorption test abnormal	1168
Bone sarcoma	1169
Bone scan abnormal	1170
Bone sequestrum	1171
Bone swelling	1172
Bone tuberculosis	1173
Borderline mucinous tumour of ovary	1174
Borderline ovarian tumour	1175
Borderline personality disorder	1176
Borderline serous tumour of ovary	1177
Botryomycosis	1178
Botulism	1179
Bovine tuberculosis	1180
Bowen's disease	1181
Bowenoid papulosis	1182
Brachial plexopathy	1183
Brachiocephalic vein thrombosis	1184
Brachydactyly	1185
Brachyspira infection	1186
Bradyarrhythmia	1187
Bradycardia	1188
Bradycardia foetal	1189
Bradycardia neonatal	1190
Bradykinesia	1191
Bradyphrenia	1192
Bradypnoea	1193
Brain abscess	1194
Brain cancer metastatic	1195
Brain compression	1196
Brain contusion	1197
Brain death	1198
Brain herniation	1199
Brain hypoxia	1200
Brain injury	1201
Brain natriuretic peptide abnormal	1202
Brain natriuretic peptide increased	1203
Brain neoplasm	1204
Brain neoplasm malignant	1205
Brain oedema	1206
Brain operation	1207
Brain scan abnormal	1208
Brain stem haemorrhage	1209
Brain stem infarction	1210
Brain stem ischaemia	1211
Brain stem syndrome	1212
Brain stem thrombosis	1213
Branchiogenic syndrome	1214
Breakthrough pain	1215
Breast abscess	1216
Breast adenoma	1217
Breast angiosarcoma	1218
Breast angiosarcoma metastatic	1219
Breast atrophy	1220
Breast cancer	1221
Breast cancer female	1222
Breast cancer male	1223
Breast cancer metastatic	1224
Breast cancer recurrent	1225
Breast cancer stage I	1226
Breast cancer stage II	1227
Breast cancer stage III	1228
Breast cancer stage IV	1229
Breast discharge	1230
Breast discomfort	1231
Breast disorder	1232
Breast dysplasia	1233
Breast enlargement	1234
Breast feeding	1235
Breast fibroma	1236
Breast haematoma	1237
Breast haemorrhage	1238
Breast hyperplasia	1239
Breast induration	1240
Breast mass	1241
Breast neoplasm	1242
Breast oedema	1243
Breast operation	1244
Breast pain	1245
Breast sarcoma	1246
Breast swelling	1247
Breath odour	1248
Breath sounds abnormal	1249
Breath sounds absent	1250
Breech presentation	1251
Brief psychotic disorder with marked stressors	1252
Bromoderma	1253
Bronchial carcinoma	1254
Bronchial fistula	1255
Bronchial haemorrhage	1256
Bronchial injury	1257
Bronchial obstruction	1258
Bronchial oedema	1259
Bronchial secretion retention	1260
Bronchial ulceration	1261
Bronchial wall thickening	1262
Bronchiectasis	1263
Bronchiolitis	1264
Bronchioloalveolar carcinoma	1265
Bronchitis	1266
Bronchitis bacterial	1267
Bronchitis chronic	1268
Bronchitis fungal	1269
Bronchitis pneumococcal	1270
Bronchitis viral	1271
Bronchoalveolar lavage abnormal	1272
Bronchogenic cyst	1273
Bronchopleural fistula	1274
Bronchopulmonary aspergillosis	1275
Bronchopulmonary aspergillosis allergic	1276
Bronchopulmonary dysplasia	1277
Bronchospasm	1278
Bronchostenosis	1279
Brown-Sequard syndrome	1280
Brugada syndrome	1281
Brunner's gland hyperplasia	1282
Bruxism	1283
Budd-Chiari syndrome	1284
Bulbar palsy	1285
Bulbospinal muscular atrophy congenital	1286
Bulimia nervosa	1287
Bundle branch block	1288
Bundle branch block left	1289
Bundle branch block right	1290
Burkholderia cepacia complex infection	1291
Burkholderia gladioli infection	1292
Burkitt's leukaemia	1293
Burkitt's lymphoma	1294
Burkitt's lymphoma stage III	1295
Burning sensation	1296
Burns second degree	1297
Burns third degree	1298
Bursa injury	1299
Bursal fluid accumulation	1300
Bursitis	1301
Bursitis infective	1302
Bursitis infective staphylococcal	1303
Butterfly rash	1304
Buttock injury	1305
C-reactive protein abnormal	1306
C-reactive protein decreased	1307
C-reactive protein increased	1308
CD4 lymphocytes abnormal	1309
CD4 lymphocytes decreased	1310
CD4 lymphocytes increased	1311
CD4/CD8 ratio decreased	1312
CD4/CD8 ratio increased	1313
CNS germinoma	1314
CNS ventriculitis	1315
COVID-19	1316
COVID-19 pneumonia	1317
CREST syndrome	1318
CSF cell count abnormal	1319
CSF cell count increased	1320
CSF glucose decreased	1321
CSF glucose increased	1322
CSF lymphocyte count abnormal	1323
CSF pressure increased	1324
CSF protein	1325
CSF protein increased	1326
CSF test abnormal	1327
Cachexia	1328
Caecum operation	1329
Caesarean section	1330
Calcification metastatic	1331
Calcification of muscle	1332
Calcinosis	1333
Calciphylaxis	1334
Calcium deficiency	1335
Calcium ionised decreased	1336
Calcium metabolism disorder	1337
Calculus bladder	1338
Calculus urethral	1339
Calculus urinary	1340
Callus formation delayed	1341
Camptocormia	1342
Campylobacter colitis	1343
Campylobacter gastroenteritis	1344
Campylobacter infection	1345
Campylobacter sepsis	1346
Cancer in remission	1347
Cancer pain	1348
Cancer surgery	1349
Candida endophthalmitis	1350
Candida infection	1351
Candida pneumonia	1352
Candida retinitis	1353
Candida sepsis	1354
Candida test positive	1355
Candidiasis of trachea	1356
Capillary disorder	1357
Capillary leak syndrome	1358
Capillary permeability increased	1359
Caplan's syndrome	1360
Capnocytophaga infection	1361
Capnogram abnormal	1362
Caput succedaneum	1363
Carbohydrate antigen 125 increased	1364
Carbohydrate antigen 15-3 increased	1365
Carbohydrate antigen 19-9 increased	1366
Carbon dioxide increased	1367
Carbon monoxide poisoning	1368
Carbuncle	1369
Carcinoembryonic antigen increased	1370
Carcinogenicity	1371
Carcinoid crisis	1372
Carcinoid syndrome	1373
Carcinoid tumour	1374
Carcinoid tumour of the appendix	1375
Carcinoid tumour of the caecum	1376
Carcinoid tumour of the duodenum	1377
Carcinoid tumour of the gastrointestinal tract	1378
Carcinoid tumour of the stomach	1379
Carcinoid tumour pulmonary	1380
Carcinoma in situ	1381
Cardiac ablation	1382
Cardiac amyloidosis	1383
Cardiac aneurysm	1384
Cardiac arrest	1385
Cardiac arrest neonatal	1386
Cardiac asthma	1387
Cardiac cirrhosis	1388
Cardiac death	1389
Cardiac discomfort	1390
Cardiac disorder	1391
Cardiac dysfunction	1392
Cardiac failure	1393
Cardiac failure acute	1394
Cardiac failure chronic	1395
Cardiac failure congestive	1396
Cardiac failure high output	1397
Cardiac fibrillation	1398
Cardiac flutter	1399
Cardiac function disturbance postoperative	1400
Cardiac function test abnormal	1401
Cardiac hypertrophy	1402
Cardiac index decreased	1403
Cardiac murmur	1404
Cardiac myxoma	1405
Cardiac neoplasm malignant	1406
Cardiac neoplasm unspecified	1407
Cardiac operation	1408
Cardiac output decreased	1409
Cardiac output increased	1410
Cardiac pacemaker insertion	1411
Cardiac perforation	1412
Cardiac rehabilitation therapy	1413
Cardiac sarcoidosis	1414
Cardiac septal defect	1415
Cardiac septal hypertrophy	1416
Cardiac tamponade	1417
Cardiac valve discolouration	1418
Cardiac valve disease	1419
Cardiac valve rupture	1420
Cardiac valve vegetation	1421
Cardiac ventricular disorder	1422
Cardiac ventricular thrombosis	1423
Cardio-respiratory arrest	1424
Cardio-respiratory arrest neonatal	1425
Cardio-respiratory distress	1426
Cardioactive drug level decreased	1427
Cardioactive drug level increased	1428
Cardiogenic shock	1429
Cardiomegaly	1430
Cardiomyopathy	1431
Cardiopulmonary failure	1432
Cardiorenal syndrome	1433
Cardiothoracic ratio increased	1434
Cardiotoxicity	1435
Cardiovascular disorder	1436
Cardiovascular function test abnormal	1437
Cardiovascular insufficiency	1438
Cardiovascular somatic symptom disorder	1439
Cardiovascular symptom	1440
Cardioversion	1441
Carditis	1442
Carnitine decreased	1443
Carnitine deficiency	1444
Carotid aneurysm rupture	1445
Carotid arterial embolus	1446
Carotid arteriosclerosis	1447
Carotid artery aneurysm	1448
Carotid artery disease	1449
Carotid artery dissection	1450
Carotid artery occlusion	1451
Carotid artery perforation	1452
Carotid artery stenosis	1453
Carotid artery thrombosis	1454
Carotid bruit	1455
Carpal tunnel decompression	1456
Carpal tunnel syndrome	1457
Carpus curvus	1458
Cartilage hypertrophy	1459
Castleman's disease	1460
Cat scratch disease	1461
Cataplexy	1462
Cataract	1463
Cataract congenital	1464
Cataract cortical	1465
Cataract diabetic	1466
Cataract nuclear	1467
Cataract operation	1468
Cataract operation complication	1469
Cataract subcapsular	1470
Cataract traumatic	1471
Catatonia	1472
Catecholamines urine	1473
Catheter management	1474
Catheter placement	1475
Catheter removal	1476
Catheter site cellulitis	1477
Catheter site erythema	1478
Catheter site extravasation	1479
Catheter site haematoma	1480
Catheter site haemorrhage	1481
Catheter site infection	1482
Catheter site oedema	1483
Catheter site pain	1484
Catheter site pruritus	1485
Catheter site related reaction	1486
Catheter site thrombosis	1487
Catheterisation cardiac	1488
Cauda equina syndrome	1489
Caudal regression syndrome	1490
Cavernous sinus thrombosis	1491
Cell death	1492
Cell marker increased	1493
Cell-mediated immune deficiency	1494
Cellulitis	1495
Cellulitis gangrenous	1496
Cellulitis of male external genital organ	1497
Cellulitis orbital	1498
Cellulitis pasteurella	1499
Cellulitis staphylococcal	1500
Cellulitis streptococcal	1501
Central nervous system fungal infection	1502
Central nervous system infection	1503
Central nervous system lesion	1504
Central nervous system leukaemia	1505
Central nervous system lupus	1506
Central nervous system lymphoma	1507
Central nervous system necrosis	1508
Central nervous system neoplasm	1509
Central nervous system stimulation	1510
Central nervous system vasculitis	1511
Central nervous system viral infection	1512
Central obesity	1513
Central pain syndrome	1514
Central venous catheterisation	1515
Central venous pressure increased	1516
Central-alveolar hypoventilation	1517
Cephalhaematoma	1518
Cephalo-pelvic disproportion	1519
Cerebellar artery thrombosis	1520
Cerebellar ataxia	1521
Cerebellar atrophy	1522
Cerebellar embolism	1523
Cerebellar haematoma	1524
Cerebellar haemorrhage	1525
Cerebellar hypoplasia	1526
Cerebellar infarction	1527
Cerebellar ischaemia	1528
Cerebellar syndrome	1529
Cerebellar tumour	1530
Cerebral amyloid angiopathy	1531
Cerebral aneurysm perforation	1532
Cerebral arteriosclerosis	1533
Cerebral artery embolism	1534
Cerebral artery occlusion	1535
Cerebral artery perforation	1536
Cerebral artery stenosis	1537
Cerebral artery thrombosis	1538
Cerebral aspergillosis	1539
Cerebral atrophy	1540
Cerebral atrophy congenital	1541
Cerebral calcification	1542
Cerebral cavernous malformation	1543
Cerebral circulatory failure	1544
Cerebral congestion	1545
Cerebral cyst	1546
Cerebral disorder	1547
Cerebral dysgenesis	1548
Cerebral fungal infection	1549
Cerebral gas embolism	1550
Cerebral haemangioma	1551
Cerebral haematoma	1552
Cerebral haemorrhage	1553
Cerebral haemorrhage foetal	1554
Cerebral haemorrhage neonatal	1555
Cerebral haemosiderin deposition	1556
Cerebral hyperperfusion syndrome	1557
Cerebral hypoperfusion	1558
Cerebral infarction	1559
Cerebral ischaemia	1560
Cerebral mass effect	1561
Cerebral microangiopathy	1562
Cerebral microhaemorrhage	1563
Cerebral microinfarction	1564
Cerebral palsy	1565
Cerebral reperfusion injury	1566
Cerebral salt-wasting syndrome	1567
Cerebral small vessel ischaemic disease	1568
Cerebral thrombosis	1569
Cerebral toxoplasmosis	1570
Cerebral vascular occlusion	1571
Cerebral vasoconstriction	1572
Cerebral venous sinus thrombosis	1573
Cerebral venous thrombosis	1574
Cerebral ventricle collapse	1575
Cerebral ventricle dilatation	1576
Cerebral ventricular rupture	1577
Cerebrospinal fluid leakage	1578
Cerebrospinal fluid retention	1579
Cerebrovascular accident	1580
Cerebrovascular disorder	1581
Cerebrovascular insufficiency	1582
Cerebrovascular stenosis	1583
Cervical conisation	1584
Cervical cord compression	1585
Cervical discharge	1586
Cervical dysplasia	1587
Cervical incompetence	1588
Cervical polyp	1589
Cervical radiculopathy	1590
Cervical spinal stenosis	1591
Cervical vertebral fracture	1592
Cervicitis	1593
Cervicobrachial syndrome	1594
Cervix cancer metastatic	1595
Cervix carcinoma	1596
Cervix carcinoma recurrent	1597
Cervix carcinoma stage 0	1598
Cervix carcinoma stage I	1599
Cervix carcinoma stage II	1600
Cervix disorder	1601
Cervix haemorrhage uterine	1602
Cervix injury	1603
Cervix operation	1604
Chalazion	1605
Change in seizure presentation	1606
Change of bowel habit	1607
Chapped lips	1608
Charles Bonnet syndrome	1609
Cheilitis	1610
Chemical burn	1611
Chemical burn of skin	1612
Chemical burns of eye	1613
Chemical cystitis	1614
Chemical peritonitis	1615
Chemical poisoning	1616
Chemotherapeutic drug level increased	1617
Chemotherapy	1618
Chest X-ray abnormal	1619
Chest crushing	1620
Chest discomfort	1621
